,shortName,playerName,team,position,averageCushion,averageSeparation,averageTargetedAirYards,shareOfTeamAirYards,receptions,targets,catchPercentage,receivingYards,receivingTouchdowns,avgYAC,expectedAvgYAC,avgYACAboveExpectation,season,seasonType,week
195,Z.Miller,Zach Miller,CHI,TE,8.3,3.8,5.5,11.47,4,5,80,33,0,3.9,4.6,-0.8,2016,REG,2
196,A.Green,A.J. Green,CIN,WR,7.2,3.1,8.2,41.94,8,11,72.73,77,0,3.1,3.9,-0.8,2016,REG,3
197,A.Humphries,Adam Humphries,TB,WR,7.9,3.6,4,10.18,9,12,75,100,0,7.5,7.1,0.5,2016,REG,3
198,A.Hurns,Allen Hurns,JAX,WR,7.9,3,12.8,29.83,4,8,50,40,0,2.5,4.8,-2.2,2016,REG,3
199,A.Robinson,Allen Robinson,JAX,WR,4.4,2,11.3,35.98,7,11,63.64,57,2,1.7,2.1,-0.4,2016,REG,3
200,A.Jeffery,Alshon Jeffery,CHI,WR,4.3,2,8.9,13.78,5,7,71.43,70,0,6.3,2.7,3.6,2016,REG,3
201,A.Cooper,Amari Cooper,OAK,WR,4.7,1.4,19.5,46.06,4,9,44.44,62,0,3.7,4.7,-1,2016,REG,3
202,A.Boldin,Anquan Boldin,DET,WR,3.7,1.6,7.2,10.75,4,6,66.67,22,1,0.9,1.3,-0.4,2016,REG,3
203,A.Brown,Antonio Brown,PIT,WR,4.7,1.8,8,31.29,12,18,66.67,140,0,4.4,3.8,0.6,2016,REG,3
204,B.Cooks,Brandin Cooks,NO,WR,5.5,3.4,12.8,23.44,2,8,25,13,0,5.4,11.1,-5.7,2016,REG,3
205,B.Coleman,Brandon Coleman,NO,WR,6.9,2.9,9.7,17.75,7,8,87.5,78,0,1.3,3,-1.7,2016,REG,3
206,B.Marshall,Brandon Marshall,NYJ,WR,4.1,1.6,13.7,30.53,3,10,30,27,0,3,6.4,-3.3,2016,REG,3
207,C.Brate,Cameron Brate,TB,TE,5.7,3.2,11.2,23.77,5,10,50,46,2,2.5,3,-0.6,2016,REG,3
208,C.Conley,Chris Conley,KC,WR,6.3,2,10.8,26.78,3,5,60,44,0,5.6,3.4,2.2,2016,REG,3
209,C.Fleener,Coby Fleener,NO,TE,4.9,3.4,12.8,32.02,7,11,63.64,109,1,4.3,6.3,-2,2016,REG,3
210,C.Beasley,Cole Beasley,DAL,WR,7.1,2.7,8,22.88,7,7,100,73,0,2.4,3.9,-1.5,2016,REG,3
211,C.Brown,Corey Brown,CAR,WR,3.3,4.6,10.9,13.4,4,5,80,57,0,3.7,3.7,0,2016,REG,3
212,D.Hopkins,DeAndre Hopkins,HOU,WR,2.3,2.2,13.7,34.03,4,8,50,56,0,-0.4,2,-2.4,2016,REG,3
213,D.Jackson,DeSean Jackson,WAS,WR,7,3.2,15.1,37.44,5,8,62.5,96,1,3.7,5.7,-2,2016,REG,3
214,D.Parker,DeVante Parker,MIA,WR,5.5,1.6,16.1,28.96,3,6,50,51,1,2.1,1,1.1,2016,REG,3
215,D.Thomas,Demaryius Thomas,DEN,WR,5.9,2.4,11.1,27.02,6,7,85.71,100,1,4.8,4.3,0.5,2016,REG,3
216,D.Pitta,Dennis Pitta,BAL,TE,4.2,2.6,8.2,23.56,6,8,75,42,0,3,4.1,-1,2016,REG,3
217,D.Bryant,Dez Bryant,DAL,WR,4.7,1.5,11.6,28.33,3,6,50,40,1,3,1.7,1.3,2016,REG,3
218,D.Baldwin,Doug Baldwin,SEA,WR,5.4,2.8,14.7,46.28,8,10,80,164,1,5.7,8.3,-2.5,2016,REG,3
219,D.Allen,Dwayne Allen,IND,TE,3.3,3.1,10.5,18.04,3,5,60,35,0,2.2,2.6,-0.5,2016,REG,3
220,E.Rogers,Eli Rogers,PIT,WR,5.2,3,15.2,16.46,2,5,40,32,0,4.6,7.6,-3,2016,REG,3
221,E.Sanders,Emmanuel Sanders,DEN,WR,5.8,3.5,8.3,37.54,9,13,69.23,117,2,4.6,3.9,0.7,2016,REG,3
222,E.Decker,Eric Decker,NYJ,WR,3.3,1.5,19,25.33,1,6,16.67,31,0,11.9,13.7,-1.8,2016,REG,3
223,E.Ebron,Eric Ebron,DET,TE,3.7,1.4,12.5,24.77,5,8,62.5,69,0,3.1,5.1,-2,2016,REG,3
224,G.Barnidge,Gary Barnidge,CLE,TE,6,4.6,6,13.46,5,6,83.33,66,0,5.7,7.4,-1.7,2016,REG,3
225,G.Tate,Golden Tate,DET,WR,2.9,2.6,6.6,9.78,4,6,66.67,40,0,6.2,6.8,-0.5,2016,REG,3
226,G.Olsen,Greg Olsen,CAR,TE,4.8,2.4,9.8,24.1,6,10,60,64,0,3.7,4.6,-0.9,2016,REG,3
227,H.Henry,Hunter Henry,LAC,TE,4.5,2.4,9.1,16.64,5,5,100,72,0,5.4,6.6,-1.2,2016,REG,3
228,J.Doyle,Jack Doyle,IND,TE,2.8,4.4,3.5,7.27,6,6,100,65,0,7.3,7.9,-0.6,2016,REG,3
229,J.Marshall,Jalin Marshall,NYJ,WR,7.6,4.9,6.6,7.29,2,5,40,19,0,7,6.1,1,2016,REG,3
230,J.Crowder,Jamison Crowder,WAS,WR,4.5,3.5,5.9,12.76,4,7,57.14,78,1,17,9.2,7.8,2016,REG,3
231,J.Brown,Jaron Brown,ARI,WR,8,2.4,11.8,12.43,3,6,50,49,0,7.9,4.3,3.5,2016,REG,3
232,J.Landry,Jarvis Landry,MIA,WR,6.5,2.7,11.5,41.45,7,12,58.33,120,1,6.2,4.5,1.7,2016,REG,3
233,J.Kerley,Jeremy Kerley,SF,WR,6.5,2,10.6,33.52,2,6,33.33,24,0,1.5,4.4,-2.9,2016,REG,3
234,J.Maclin,Jeremy Maclin,KC,WR,7.9,3,12.9,44.68,4,7,57.14,35,0,5.2,9.4,-4.1,2016,REG,3
235,J.Graham,Jimmy Graham,SEA,TE,5.1,1.9,14.5,41.04,6,9,66.67,100,1,1,1.7,-0.7,2016,REG,3
236,J.Brown,John Brown,ARI,WR,6.3,4,16.5,31.71,6,11,54.55,70,0,1.5,4.1,-2.5,2016,REG,3
237,J.Reed,Jordan Reed,WAS,TE,4.5,2.2,8.3,18.15,4,7,57.14,56,0,3.9,3.3,0.6,2016,REG,3
238,J.Nelson,Jordy Nelson,GB,WR,5.3,3,11.6,33.88,6,7,85.71,101,2,8,4.1,3.9,2016,REG,3
239,J.Huff,Josh Huff,PHI,WR,4.3,4.1,-0.1,-0.42,4,5,80,20,0,6.6,6.5,0.1,2016,REG,3
240,J.Edelman,Julian Edelman,NE,WR,8.1,3.3,5.8,20.62,4,6,66.67,38,0,6,3.3,2.7,2016,REG,3
241,J.Jones,Julio Jones,ATL,WR,4.9,1.8,13.2,41.53,1,7,14.29,16,0,-0.6,-0.3,-0.3,2016,REG,3
242,J.Thomas,Julius Thomas,JAX,TE,11.1,3.1,7.3,10.6,2,5,40,13,0,1.6,3.7,-2.1,2016,REG,3
243,K.Britt,Kenny Britt,LAR,WR,6.8,1.7,11.4,31.79,4,6,66.67,38,0,1.9,1.9,0,2016,REG,3
244,K.Stills,Kenny Stills,MIA,WR,7.7,4.1,8.1,19.35,5,8,62.5,76,0,4.6,5.5,-1,2016,REG,3
245,K.White,Kevin White,CHI,WR,4.6,1.8,16.2,49.93,6,14,42.86,62,0,1.2,2.2,-0.9,2016,REG,3
246,K.Rudolph,Kyle Rudolph,MIN,TE,8,2.9,8.7,43,7,10,70,70,1,2,2.8,-0.7,2016,REG,3
247,L.Fitzgerald,Larry Fitzgerald,ARI,WR,7,2.5,6.5,13.63,7,12,58.33,60,0,2.7,2.6,0,2016,REG,3
248,M.Wheaton,Markus Wheaton,PIT,WR,5.1,1.5,18.6,20.11,1,5,20,2,0,-0.5,0.7,-1.1,2016,REG,3
249,M.Lee,Marqise Lee,JAX,WR,8,3.5,7.7,15.72,5,7,71.43,44,0,8.8,9.9,-1.1,2016,REG,3
250,M.Goodwin,Marquise Goodwin,BUF,WR,9.2,2.6,26.5,48.14,1,5,20,6,0,0.4,2.4,-2,2016,REG,3
251,M.Jones,Marvin Jones,DET,WR,3.1,3.9,21.5,42.62,6,8,75,205,2,12,8.4,3.6,2016,REG,3
252,M.Crabtree,Michael Crabtree,OAK,WR,6.5,2,10,28.92,8,11,72.73,102,0,4.5,3,1.5,2016,REG,3
253,M.Floyd,Michael Floyd,ARI,WR,7.2,3.4,17.9,34.39,4,11,36.36,65,0,1.7,7.4,-5.7,2016,REG,3
254,M.Thomas,Michael Thomas,NO,WR,4.7,1.6,5.6,13.97,7,11,63.64,71,1,3.7,4.5,-0.9,2016,REG,3
255,M.Evans,Mike Evans,TB,WR,7.2,2.8,10.2,30.38,10,14,71.43,132,1,2.2,2.8,-0.6,2016,REG,3
256,M.Wallace,Mike Wallace,BAL,WR,3.7,1.1,14.8,31.82,3,6,50,34,0,2,1.6,0.4,2016,REG,3
257,O.Beckham,Odell Beckham,NYG,WR,4.2,3.3,10.1,34.19,7,11,63.64,121,0,7.1,8.6,-1.6,2016,REG,3
258,P.Garcon,Pierre Garcon,WAS,WR,7.7,3.3,10.9,23.71,5,7,71.43,59,0,2.8,3.6,-0.8,2016,REG,3
259,Q.Enunwa,Quincy Enunwa,NYJ,WR,5.8,2.4,11.1,27.01,4,11,36.36,37,0,4.3,4.9,-0.7,2016,REG,3
260,R.Matthews,Rishard Matthews,TEN,WR,8.7,1.1,10.3,24.41,3,8,37.5,32,0,2.4,1.8,0.6,2016,REG,3
261,R.Woods,Robert Woods,BUF,WR,6.1,3.6,11.1,32.32,6,8,75,51,0,2.7,4.6,-1.9,2016,REG,3
262,R.Griffin,Ryan Griffin,HOU,TE,7.7,3.2,5,15.55,8,10,80,52,0,3.1,3.6,-0.5,2016,REG,3
263,S.Roberts,Seth Roberts,OAK,WR,6.4,2.2,7.8,12.24,2,6,33.33,27,1,10.6,1.4,9.2,2016,REG,3
264,S.Diggs,Stefon Diggs,MIN,WR,4.7,2.2,8.1,28.04,4,7,57.14,40,0,0.2,1.7,-1.5,2016,REG,3
265,S.Shepard,Sterling Shepard,NYG,WR,5.8,3.2,10.7,23.12,5,7,71.43,73,1,4.4,2.8,1.6,2016,REG,3
266,S.Smith,Steve Smith,BAL,WR,6.1,2.9,6,23.68,8,11,72.73,87,0,4.7,5.6,-0.9,2016,REG,3
267,T.Hilton,T.Y. Hilton,IND,WR,4.3,3.9,14,52.98,8,11,72.73,174,1,8.9,6.1,2.8,2016,REG,3
268,T.Sharpe,Tajae Sharpe,TEN,WR,6.1,1.6,13.9,28.87,3,7,42.86,48,0,2.8,3,-0.2,2016,REG,3
269,T.Austin,Tavon Austin,LAR,WR,8.1,3.6,8.4,31.14,5,8,62.5,82,1,6.9,5.3,1.6,2016,REG,3
270,T.Ginn,Ted Ginn,CAR,WR,6,2.1,23.5,40.48,3,7,42.86,62,0,4.2,7.3,-3.1,2016,REG,3
271,T.Pryor,Terrelle Pryor,CLE,WR,4.8,3.3,13.1,68.16,8,14,57.14,144,0,7.2,6.1,1,2016,REG,3
272,T.Benjamin,Travis Benjamin,LAC,WR,6.2,1.7,12.1,31.06,4,7,57.14,82,0,8.8,7.7,1.2,2016,REG,3
273,T.Kelce,Travis Kelce,KC,TE,5.5,3.6,3.1,10.78,6,7,85.71,89,1,13.3,9.2,4.1,2016,REG,3
274,T.Burton,Trey Burton,PHI,TE,7.8,3.8,5.2,18.46,2,6,33.33,19,0,11.4,5.9,5.5,2016,REG,3
275,T.Williams,Tyrell Williams,LAC,WR,6.6,2.3,5.7,18.76,6,9,66.67,69,0,6,6.4,-0.4,2016,REG,3
276,V.Jackson,Vincent Jackson,TB,WR,9,2.1,15.9,20.34,3,6,50,37,0,0.4,1,-0.6,2016,REG,3
277,W.Powell,Walt Powell,BUF,WR,7.1,3.4,3.6,6.48,3,5,60,28,0,6.3,2.3,4,2016,REG,3
278,W.Fuller,Will Fuller,HOU,WR,6.2,3.1,14.9,32.31,3,7,42.86,31,0,0.5,2.4,-1.9,2016,REG,3
279,W.Tye,Will Tye,NYG,TE,4.7,0.9,9.5,14.62,3,5,60,14,0,0.7,1.5,-0.8,2016,REG,3
280,Z.Miller,Zach Miller,CHI,TE,5.1,1.9,6.3,12.56,8,9,88.89,78,2,2.9,1.6,1.3,2016,REG,3
281,A.Green,A.J. Green,CIN,WR,4.9,2.4,12,62.92,10,12,83.33,173,1,5.5,5.3,0.2,2016,REG,4
282,A.Wilson,Albert Wilson,KC,WR,7.8,2.3,5.3,13.81,5,8,62.5,52,0,4.8,5.3,-0.5,2016,REG,4
283,A.Robinson,Allen Robinson,JAX,WR,4.8,1.3,14.8,66.91,5,10,50,55,1,0.1,1.7,-1.6,2016,REG,4
284,A.Jeffery,Alshon Jeffery,CHI,WR,6.5,4,12.2,25.38,3,5,60,46,0,3.9,6.7,-2.8,2016,REG,4
285,A.Cooper,Amari Cooper,OAK,WR,3.4,1.6,8.5,17.55,5,6,83.33,48,0,3,3.6,-0.6,2016,REG,4
286,A.Johnson,Andre Johnson,TEN,WR,8.2,1.6,7.8,11.73,3,5,60,33,0,1.9,3.7,-1.9,2016,REG,4
287,A.Boldin,Anquan Boldin,DET,WR,6.9,2.3,4.3,12.42,6,8,75,31,0,2.5,4.3,-1.8,2016,REG,4
288,A.Brown,Antonio Brown,PIT,WR,2.7,2.3,15.1,24.78,4,5,80,64,2,0.4,2.9,-2.5,2016,REG,4
289,B.Cooks,Brandin Cooks,NO,WR,6,3,9.5,24.44,3,6,50,31,0,1,1.2,-0.2,2016,REG,4
290,B.Lafell,Brandon LaFell,CIN,WR,5.5,2.9,8.2,21.42,4,6,66.67,44,0,3.1,5.1,-1.9,2016,REG,4
291,B.Marshall,Brandon Marshall,NYJ,WR,2.1,2.7,17.5,50.77,4,12,33.33,89,1,5.9,5.5,0.5,2016,REG,4
292,B.Perriman,Breshad Perriman,BAL,WR,6.3,2.2,6.9,9.22,3,5,60,24,0,3.9,4.9,-1,2016,REG,4
293,B.Quick,Brian Quick,LAR,WR,5.4,1.8,17.6,35.21,2,6,33.33,69,2,25.7,1.1,24.6,2016,REG,4
294,B.Butler,Brice Butler,DAL,WR,3,1.5,8.2,36.47,5,9,55.56,41,1,0.9,1.2,-0.3,2016,REG,4
295,C.Fiedorowicz,C.J. Fiedorowicz,HOU,TE,3.5,3.2,8.6,14.07,4,5,80,48,1,4.4,6.7,-2.3,2016,REG,4
296,C.Uzomah,C.J. Uzomah,CIN,TE,7.6,4,7,15.19,4,5,80,45,0,5.2,6.4,-1.2,2016,REG,4
297,C.Brate,Cameron Brate,TB,TE,3.9,2.1,14.3,27.67,5,8,62.5,67,0,1.8,2.4,-0.6,2016,REG,4
298,C.Meredith,Cameron Meredith,CHI,WR,9.3,3.1,3.4,7.02,4,5,80,28,0,3.9,3.9,0.1,2016,REG,4
299,C.Clay,Charles Clay,BUF,TE,6.8,2.7,9.9,20.09,5,7,71.43,47,0,1.3,3.2,-1.9,2016,REG,4
300,C.Conley,Chris Conley,KC,WR,7.9,2.3,9.2,21,6,7,85.71,70,0,2.3,2.8,-0.5,2016,REG,4
301,C.Fleener,Coby Fleener,NO,TE,3,2.9,3.6,7.75,3,5,60,19,0,4.5,7.9,-3.4,2016,REG,4
302,C.Patterson,Cordarrelle Patterson,MIN,WR,8.8,4.1,3.5,7.83,5,6,83.33,38,0,8.3,6.4,1.8,2016,REG,4
303,C.Brown,Corey Brown,CAR,WR,5.3,3.2,10.5,18.18,5,7,71.43,48,1,2,3.2,-1.2,2016,REG,4
304,D.Hopkins,DeAndre Hopkins,HOU,WR,2.3,2.4,12,23.39,1,6,16.67,4,0,0.1,1.2,-1.1,2016,REG,4
305,D.Walker,Delanie Walker,TEN,TE,6.6,3.4,12.2,29.29,2,8,25,34,0,4.9,8.2,-3.3,2016,REG,4
306,D.Thomas,Demaryius Thomas,DEN,WR,7.5,1.6,11.6,19.22,6,7,85.71,94,1,3.3,4.6,-1.3,2016,REG,4
307,D.Pitta,Dennis Pitta,BAL,TE,7.2,2.7,3.8,5.04,3,5,60,17,0,3.6,4.1,-0.5,2016,REG,4
308,D.Inman,Dontrelle Inman,LAC,WR,6.6,3.2,9.2,30.13,7,11,63.64,120,1,8.2,5.8,2.4,2016,REG,4
309,E.Royal,Eddie Royal,CHI,WR,4.4,4.2,7.1,20.72,7,7,100,111,1,8.8,7.1,1.7,2016,REG,4
310,E.Sanders,Emmanuel Sanders,DEN,WR,7.7,2.3,16.1,49.6,8,13,61.54,88,1,1.2,2.7,-1.5,2016,REG,4
311,E.Ebron,Eric Ebron,DET,TE,3.1,1.9,9.4,16.93,4,5,80,42,0,0.2,2.2,-2,2016,REG,4
312,G.Celek,Garrett Celek,SF,TE,8.4,3.5,9.2,16.68,5,5,100,79,0,6.6,7,-0.4,2016,REG,4
313,G.Barnidge,Gary Barnidge,CLE,TE,3,4.3,4.5,17.9,7,7,100,57,0,3.6,3.4,0.2,2016,REG,4
314,G.Olsen,Greg Olsen,CAR,TE,3.4,1.6,13.1,41.92,6,13,46.15,76,1,2.5,4.1,-1.6,2016,REG,4
315,H.Henry,Hunter Henry,LAC,TE,3.6,2.7,10.3,21.46,4,7,57.14,61,1,3.5,3.8,-0.2,2016,REG,4
316,J.Strong,Jaelen Strong,HOU,WR,6.6,2.7,5.1,9.96,5,6,83.33,31,0,2,2.8,-0.8,2016,REG,4
317,J.Brown,Jaron Brown,ARI,WR,7.3,2.2,13.4,13.08,1,5,20,7,0,1.1,1.1,0,2016,REG,4
318,J.Landry,Jarvis Landry,MIA,WR,6.2,2.3,6.2,36.18,7,10,70,61,0,3.1,4.5,-1.3,2016,REG,4
319,J.Witten,Jason Witten,DAL,TE,5.8,1.4,4.6,20.35,7,9,77.78,47,0,1.3,2,-0.7,2016,REG,4
320,J.Kerley,Jeremy Kerley,SF,WR,4.7,2.7,11.4,37.39,6,9,66.67,88,1,3.4,4.6,-1.2,2016,REG,4
321,J.Maclin,Jeremy Maclin,KC,WR,7.6,3.3,9.4,24.67,5,8,62.5,78,0,3,6.4,-3.4,2016,REG,4
322,J.Graham,Jimmy Graham,SEA,TE,5.1,3.1,13.4,35.69,6,8,75,113,0,5.1,8,-2.9,2016,REG,4
323,J.Brown,John Brown,ARI,WR,8.1,3.8,12.2,38.06,10,16,62.5,144,0,4.3,2.9,1.3,2016,REG,4
324,J.Reed,Jordan Reed,WAS,TE,5.9,3.5,6.4,45.95,9,10,90,73,2,4.3,3.9,0.4,2016,REG,4
325,J.Jones,Julio Jones,ATL,WR,2.9,2.3,17.6,57.81,12,15,80,300,1,9.4,5.7,3.7,2016,REG,4
326,K.Benjamin,Kelvin Benjamin,CAR,WR,4.5,1.5,10.6,18.26,3,7,42.86,39,1,4.8,4.5,0.3,2016,REG,4
327,K.White,Kevin White,CHI,WR,6.7,2.8,9.4,35.29,6,9,66.67,55,0,4.4,2.6,1.8,2016,REG,4
328,K.Rudolph,Kyle Rudolph,MIN,TE,7.9,2.2,8.2,21.53,5,7,71.43,55,1,3.5,4.7,-1.2,2016,REG,4
329,L.Kendricks,Lance Kendricks,LAR,TE,2.8,3,3.6,8.39,5,7,71.43,52,0,9.1,5.6,3.5,2016,REG,4
330,L.Fitzgerald,Larry Fitzgerald,ARI,WR,7.8,2.2,13.1,17.89,5,7,71.43,62,0,6.3,3.6,2.6,2016,REG,4
331,M.Lee,Marqise Lee,JAX,WR,7.5,4.2,3.3,9.09,4,6,66.67,28,0,4.3,6.5,-2.2,2016,REG,4
332,M.Goodwin,Marquise Goodwin,BUF,WR,6.8,1.3,16.8,24.25,1,5,20,12,0,-1.9,-0.9,-1.1,2016,REG,4
333,M.Bennett,Martellus Bennett,NE,TE,9.1,5.4,7.4,16.7,5,6,83.33,109,0,15.9,9.1,6.8,2016,REG,4
334,M.Jones,Marvin Jones,DET,WR,6,2.3,8.8,22.38,5,7,71.43,74,0,6.8,4.8,1.9,2016,REG,4
335,M.Crabtree,Michael Crabtree,OAK,WR,5,1.3,13.9,57.71,7,12,58.33,88,3,0,0.5,-0.6,2016,REG,4
336,M.Floyd,Michael Floyd,ARI,WR,8.2,2.2,15.5,21.29,3,7,42.86,36,1,0,1.7,-1.7,2016,REG,4
337,M.Thomas,Michael Thomas,NO,WR,3.2,2.1,10,38.55,4,9,44.44,44,1,5.6,4.7,0.8,2016,REG,4
338,M.Evans,Mike Evans,TB,WR,5.8,1.9,17.7,47.16,5,11,45.45,59,0,0.4,1.8,-1.5,2016,REG,4
339,M.Wallace,Mike Wallace,BAL,WR,4.6,1.9,14.1,33.97,4,9,44.44,44,0,0.8,1.3,-0.6,2016,REG,4
340,O.Beckham,Odell Beckham,NYG,WR,6.8,2.3,17,48.29,3,9,33.33,23,0,2.4,1.1,1.3,2016,REG,4
341,P.Garcon,Pierre Garcon,WAS,WR,5,2.3,3.7,13.24,4,5,80,39,0,7.1,4.3,2.7,2016,REG,4
342,Q.Enunwa,Quincy Enunwa,NYJ,WR,7.6,1.9,6.6,11.11,6,7,85.71,60,0,3.1,3.7,-0.7,2016,REG,4
343,R.Louis,Ricardo Louis,CLE,WR,5.7,2.4,12.8,36.3,3,5,60,28,0,4,2.6,1.4,2016,REG,4
344,R.Anderson,Robby Anderson,NYJ,WR,3.5,2.7,16.9,24.48,2,6,33.33,12,0,1,4.1,-3.1,2016,REG,4
345,R.Woods,Robert Woods,BUF,WR,3.8,2.9,10.3,29.69,7,10,70,89,0,2.8,3.9,-1.1,2016,REG,4
346,R.Griffin,Ryan Griffin,HOU,TE,2.6,2.9,11.7,18.99,3,5,60,54,0,8.4,9.4,-1,2016,REG,4
347,S.Coates,Sammie Coates,PIT,WR,8.6,3.3,14.1,36.88,6,8,75,79,0,3.9,6,-2,2016,REG,4
348,S.Diggs,Stefon Diggs,MIN,WR,3.4,1.9,7.6,19.97,5,7,71.43,47,0,3,3.7,-0.7,2016,REG,4
349,S.Shepard,Sterling Shepard,NYG,WR,4.2,2.1,6.8,14.99,4,7,57.14,30,0,5.1,6.5,-1.4,2016,REG,4
350,S.Smith,Steve Smith,BAL,WR,6.7,2.2,9.2,26.99,8,11,72.73,111,1,7,2.9,4.1,2016,REG,4
351,T.Hilton,T.Y. Hilton,IND,WR,6.5,3.1,10.6,45.06,7,10,70,42,1,0.6,3.3,-2.8,2016,REG,4
352,T.Sharpe,Tajae Sharpe,TEN,WR,8.3,1.8,13.4,28.07,2,7,28.57,15,0,0.2,1,-0.8,2016,REG,4
353,T.Austin,Tavon Austin,LAR,WR,5.2,3.7,11.7,23.48,2,6,33.33,14,0,5.9,6.3,-0.4,2016,REG,4
354,T.Ginn,Ted Ginn,CAR,WR,5.9,3.2,8.7,10.65,2,5,40,14,0,-0.8,0.2,-1,2016,REG,4
355,T.Williams,Terrance Williams,DAL,WR,6,2.3,11,32.56,4,6,66.67,44,1,1.2,0.4,0.7,2016,REG,4
356,T.Pryor,Terrelle Pryor,CLE,WR,2.6,2.1,8.4,43.25,5,9,55.56,46,1,1,2.5,-1.5,2016,REG,4
357,T.Benjamin,Travis Benjamin,LAC,WR,7.5,3.4,11.1,23.05,4,7,57.14,48,0,3.3,4.9,-1.5,2016,REG,4
358,T.Kelce,Travis Kelce,KC,TE,5,2.3,5.2,13.57,5,8,62.5,23,1,1.5,1.7,-0.2,2016,REG,4
359,T.Hill,Tyreek Hill,KC,WR,9.7,3.2,7.9,18.17,5,7,71.43,24,1,1.9,2.8,-0.9,2016,REG,4
360,T.Williams,Tyrell Williams,LAC,WR,6.6,1.5,11.5,27.28,5,8,62.5,40,0,0.8,2,-1.3,2016,REG,4
361,V.Cruz,Victor Cruz,NYG,WR,4.9,1.8,8,22.66,5,9,55.56,50,0,2.2,1.5,0.7,2016,REG,4
362,V.Jackson,Vincent Jackson,TB,WR,6.6,1.3,17.4,21.02,3,5,60,38,0,1.1,1.3,-0.2,2016,REG,4
363,W.Powell,Walt Powell,BUF,WR,5.4,2.4,8.9,12.89,4,5,80,22,0,2.6,5.4,-2.9,2016,REG,4
364,W.Fuller,Will Fuller,HOU,WR,6.2,3.2,10.1,29.7,7,9,77.78,81,1,6.9,4,2.8,2016,REG,4
365,W.Tye,Will Tye,NYG,TE,6.8,3,5.8,10.88,4,6,66.67,43,0,5.5,11.3,-5.7,2016,REG,4
366,A.Green,A.J. Green,CIN,WR,2.9,1.8,18.2,37.44,4,8,50,50,0,2.3,3.7,-1.5,2016,REG,5
367,A.Thielen,Adam Thielen,MIN,WR,5.7,2.6,16.4,60.96,7,8,87.5,127,1,3.9,4.9,-1,2016,REG,5
368,A.Jeffery,Alshon Jeffery,CHI,WR,5.5,4.2,11.6,19.54,5,6,83.33,77,0,5.7,5.1,0.6,2016,REG,5
369,A.Cooper,Amari Cooper,OAK,WR,3.8,2.3,14.5,51.53,6,12,50,138,1,8.8,8.6,0.2,2016,REG,5
370,A.Hawkins,Andrew Hawkins,CLE,WR,4.5,5,10.7,18.62,4,7,57.14,56,1,2.2,2.3,-0.1,2016,REG,5
371,A.Brown,Antonio Brown,PIT,WR,6.6,3.1,6.9,21.88,9,11,81.82,78,1,2.5,2.9,-0.4,2016,REG,5
372,A.Gates,Antonio Gates,LAC,TE,4.9,1.9,6.4,7.09,4,5,80,30,1,2.1,1.4,0.6,2016,REG,5
373,B.Lafell,Brandon LaFell,CIN,WR,5,2.3,9.8,27.82,8,11,72.73,68,2,2.5,3.1,-0.6,2016,REG,5
374,B.Marshall,Brandon Marshall,NYJ,WR,4.9,1.9,11.1,60.4,8,15,53.33,114,1,2.3,3.7,-1.4,2016,REG,5
375,B.Perriman,Breshad Perriman,BAL,WR,2.9,2.2,21.1,27.88,2,5,40,11,0,0.1,2.3,-2.2,2016,REG,5
376,C.Fiedorowicz,C.J. Fiedorowicz,HOU,TE,6.6,2.6,7.6,15.58,4,8,50,61,0,7,7.2,-0.1,2016,REG,5
377,C.Uzomah,C.J. Uzomah,CIN,TE,8.2,2.9,5.9,7.61,5,5,100,43,0,2.7,3.1,-0.4,2016,REG,5
378,C.Meredith,Cameron Meredith,CHI,WR,7.5,2.3,9.3,31.51,9,12,75,130,1,5.6,3.9,1.7,2016,REG,5
379,C.Clay,Charles Clay,BUF,TE,6.7,2.7,10.9,26.63,5,5,100,73,0,3.7,3.2,0.5,2016,REG,5
380,C.Rogers,Chester Rogers,IND,WR,6.6,1.3,13.7,22.3,3,6,50,24,0,0.5,0.9,-0.4,2016,REG,5
381,C.Hogan,Chris Hogan,NE,WR,7.1,3.8,24.5,36.2,4,5,80,114,0,5.1,6.9,-1.7,2016,REG,5
382,C.Patterson,Cordarrelle Patterson,MIN,WR,7,2.3,4,11.24,4,6,66.67,39,1,6.7,4.3,2.4,2016,REG,5
383,C.Gillmore,Crockett Gillmore,BAL,TE,5,2.8,5.4,8.5,4,6,66.67,28,1,3.6,4.1,-0.4,2016,REG,5
384,D.Adams,Davante Adams,GB,WR,3.5,2.2,11.6,21.2,5,8,62.5,85,1,5.7,5.6,0.1,2016,REG,5
385,D.Hopkins,DeAndre Hopkins,HOU,WR,4.9,2.5,10.8,24.91,5,9,55.56,56,1,3,3.6,-0.6,2016,REG,5
386,D.Jackson,DeSean Jackson,WAS,WR,6.1,3.8,9.2,19.11,3,7,42.86,35,0,3.6,11.8,-8.2,2016,REG,5
387,D.Walker,Delanie Walker,TEN,TE,9,5.1,10.4,31.67,5,8,62.5,66,1,4.9,7.1,-2.3,2016,REG,5
388,D.Thomas,Demaryius Thomas,DEN,WR,7.2,3.3,14.7,32.21,5,7,71.43,49,1,4.4,4.7,-0.2,2016,REG,5
389,D.Pitta,Dennis Pitta,BAL,TE,5.3,2.2,5.2,11.09,7,8,87.5,59,0,2.9,3.3,-0.4,2016,REG,5
